,image_path,label
1,../素材/num/0-processed/0/0.jpg,0.0
2,../素材/num/0-processed/0/1.jpg,0.0
3,../素材/num/0-processed/0/10.jpg,0.0
4,../素材/num/0-processed/0/100.jpg,0.0
5,../素材/num/0-processed/0/101.jpg,0.0
6,../素材/num/0-processed/0/102.jpg,0.0
7,../素材/num/0-processed/0/103.jpg,0.0
8,../素材/num/0-processed/0/104.jpg,0.0
9,../素材/num/0-processed/0/105.jpg,0.0
10,../素材/num/0-processed/0/106.jpg,0.0
11,../素材/num/0-processed/0/107.jpg,0.0
12,../素材/num/0-processed/0/108.jpg,0.0
13,../素材/num/0-processed/0/109.jpg,0.0
14,../素材/num/0-processed/0/11.jpg,0.0
15,../素材/num/0-processed/0/110.jpg,0.0
16,../素材/num/0-processed/0/111.jpg,0.0
17,../素材/num/0-processed/0/112.jpg,0.0
18,../素材/num/0-processed/0/113.jpg,0.0
19,../素材/num/0-processed/0/114.jpg,0.0
20,../素材/num/0-processed/0/115.jpg,0.0
21,../素材/num/0-processed/0/116.jpg,0.0
22,../素材/num/0-processed/0/117.jpg,0.0
23,../素材/num/0-processed/0/118.jpg,0.0
24,../素材/num/0-processed/0/119.jpg,0.0
25,../素材/num/0-processed/0/12.jpg,0.0
26,../素材/num/0-processed/0/120.jpg,0.0
27,../素材/num/0-processed/0/121.jpg,0.0
28,../素材/num/0-processed/0/122.jpg,0.0
29,../素材/num/0-processed/0/123.jpg,0.0
30,../素材/num/0-processed/0/124.jpg,0.0
31,../素材/num/0-processed/0/125.jpg,0.0
32,../素材/num/0-processed/0/126.jpg,0.0
33,../素材/num/0-processed/0/127.jpg,0.0
34,../素材/num/0-processed/0/128.jpg,0.0
35,../素材/num/0-processed/0/129.jpg,0.0
36,../素材/num/0-processed/0/13.jpg,0.0
37,../素材/num/0-processed/0/130.jpg,0.0
38,../素材/num/0-processed/0/131.jpg,0.0
39,../素材/num/0-processed/0/132.jpg,0.0
40,../素材/num/0-processed/0/133.jpg,0.0
41,../素材/num/0-processed/0/134.jpg,0.0
42,../素材/num/0-processed/0/135.jpg,0.0
43,../素材/num/0-processed/0/136.jpg,0.0
44,../素材/num/0-processed/0/137.jpg,0.0
45,../素材/num/0-processed/0/138.jpg,0.0
46,../素材/num/0-processed/0/139.jpg,0.0
47,../素材/num/0-processed/0/14.jpg,0.0
48,../素材/num/0-processed/0/140.jpg,0.0
49,../素材/num/0-processed/0/141.jpg,0.0
50,../素材/num/0-processed/0/142.jpg,0.0
51,../素材/num/0-processed/0/143.jpg,0.0
52,../素材/num/0-processed/0/144.jpg,0.0
53,../素材/num/0-processed/0/145.jpg,0.0
54,../素材/num/0-processed/0/146.jpg,0.0
55,../素材/num/0-processed/0/147.jpg,0.0
56,../素材/num/0-processed/0/148.jpg,0.0
57,../素材/num/0-processed/0/149.jpg,0.0
58,../素材/num/0-processed/0/15.jpg,0.0
59,../素材/num/0-processed/0/150.jpg,0.0
60,../素材/num/0-processed/0/151.jpg,0.0
61,../素材/num/0-processed/0/152.jpg,0.0
62,../素材/num/0-processed/0/153.jpg,0.0
63,../素材/num/0-processed/0/154.jpg,0.0
64,../素材/num/0-processed/0/155.jpg,0.0
65,../素材/num/0-processed/0/156.jpg,0.0
66,../素材/num/0-processed/0/157.jpg,0.0
67,../素材/num/0-processed/0/158.jpg,0.0
68,../素材/num/0-processed/0/159.jpg,0.0
